Modelo,ruta,score_RMSE,Mean_RMSE,Standard_Deviation_RMSE,score_MAE,Mean_MAE,Standard_Deviation_MAE,score_R2,Mean_R2,Standard_Deviation_R2
XGBRegressor_Optimizado,modelos/XGBRegressor_Optimizado.pkl,"[ 9086.17484508 10238.79586614 14717.5490455   9779.10362955
 10867.49336345]",10937.82334994474,1977.4299299717911,"[-5715.04829205 -5675.43886456 -6823.44149622 -5925.62637206
 -6360.96466722]",6100.103938421917,435.9624385827173,[0.99696366 0.99665689 0.99324958 0.99637798 0.99665483],0.9959805894116147,0.0013780224834583465
