Modelo,ruta,score_RMSE,Mean_RMSE,Standard_Deviation_RMSE,score_MAE,Mean_MAE,Standard_Deviation_MAE,score_R2,Mean_R2,Standard_Deviation_R2
LinearRegression,modelos/LinearRegression.pkl,"[65865.61706777 67468.1107629  68219.00260814 64563.33639253
 79457.51476775]",69114.71631981779,5324.637036269864,"[-44495.22286321 -45842.77996685 -44361.5327194  -42486.81734158
 -49127.0132972 ]",45262.67323764721,2207.98814216654,[0.84044678 0.85483903 0.85496584 0.84212077 0.82117474],0.8427094307754961,0.012381885879861249
