Modelo,ruta,score_RMSE,Mean_RMSE,Standard_Deviation_RMSE,score_MAE,Mean_MAE,Standard_Deviation_MAE,score_R2,Mean_R2,Standard_Deviation_R2
XGBRegressor,modelos/XGBRegressor.pkl,"[12346.7892634  12862.54391639 17997.55961556 13113.89524896
 13811.75802598]",14026.509214059464,2040.8085623183704,"[-7940.34524577 -8288.62340301 -8966.25966441 -8034.97833943
 -8919.24443359]",8429.89021724298,434.21785224580805,[0.99439344 0.99472398 0.98990545 0.99348647 0.99459673],0.9934212147609045,0.001810474740350266
