Modelo,ruta,score_RMSE,Mean_RMSE,Standard_Deviation_RMSE,score_MAE,Mean_MAE,Standard_Deviation_MAE,score_R2,Mean_R2,Standard_Deviation_R2
RandomForestRegressor,modelos/RandomForestRegressor.pkl,"[11886.66336847 18325.41926226 20105.31302834 12799.00963171
 15799.32626065]",15783.14631028664,3137.903431403038,"[-7475.85527831 -9131.03627639 -9064.53666027 -7385.13723608
 -8449.79192308]",8301.271474826517,750.1673858064773,[0.99480354 0.98929071 0.98740259 0.99379551 0.99292973],0.9916444161049613,0.0028210742801624933
